analytics_concept,analytics_measure,analytics_value,value_rank,payer_type
readmissions,readmission rate,0.163266,,medicare
cms-hcc,normalized risk score,1.008826415,,medicare
Chronic Condition Top 10,Hypertension,62.3803,1,medicare
Chronic Condition Top 10,Hyperlipidemia,58.3167,2,medicare
Chronic Condition Top 10,Rheumatoid Arthritis/Osteoarthritis,32.1747,3,medicare
Chronic Condition Top 10,Diabetes,26.301,4,medicare
Chronic Condition Top 10,Cataract,20.7795,5,medicare
Chronic Condition Top 10,Fibromyalgia and Chronic Pain and Fatigue,20.5998,6,medicare
Chronic Condition Top 10,Hypothyroidism,20.1419,7,medicare
Chronic Condition Top 10,Ischemic Heart Disease,19.8216,8,medicare
Chronic Condition Top 10,Anemia,19.5947,9,medicare
Chronic Condition Top 10,Obesity,18.6889,10,medicare
Chronic Condition None,Percent of patients without Chronic Conditions,14.6488,,medicare
Encounters cost and utilization PKPY,home health,2774.436000,,medicare
Encounters cost and utilization PKPY,urgent care,116.616000,,medicare
Encounters cost and utilization PKPY,emergency department,697.812000,,medicare
Encounters cost and utilization PKPY,inpatient rehabilitation,0.156000,,medicare
Encounters cost and utilization PKPY,dme - orphaned,487.116000,,medicare
Encounters cost and utilization PKPY,orphaned claim,1134.120000,,medicare
Encounters cost and utilization PKPY,inpatient psych,0.552000,,medicare
Encounters cost and utilization PKPY,office visit radiology,1160.136000,,medicare
Encounters cost and utilization PKPY,outpatient psych,62.664000,,medicare
Encounters cost and utilization PKPY,outpatient radiology,828.720000,,medicare
Encounters cost and utilization PKPY,dialysis,1626.960000,,medicare
Encounters cost and utilization PKPY,acute inpatient,258.684000,,medicare
Encounters cost and utilization PKPY,ambulance - orphaned,10.428000,,medicare
Encounters cost and utilization PKPY,office visit pt/ot/st,1028.844000,,medicare
Encounters cost and utilization PKPY,outpatient hospital or clinic,3099.192000,,medicare
Encounters cost and utilization PKPY,outpatient injections,144.072000,,medicare
Encounters cost and utilization PKPY,inpatient skilled nursing,124.824000,,medicare
Encounters cost and utilization PKPY,office visit surgery,1176.540000,,medicare
Encounters cost and utilization PKPY,outpatient surgery,552.204000,,medicare
Encounters cost and utilization PKPY,office visit - other,2471.568000,,medicare
Encounters cost and utilization PKPY,outpatient pt/ot/st,616.176000,,medicare
Encounters cost and utilization PKPY,outpatient rehab,120.432000,,medicare
Encounters cost and utilization PKPY,office visit injections,309.684000,,medicare
Encounters cost and utilization PKPY,ambulatory surgery center,152.880000,,medicare
Encounters cost and utilization PKPY,inpatient hospice,3.144000,,medicare
Encounters cost and utilization PKPY,office visit,4816.704000,,medicare
Encounters cost and utilization PKPY,telehealth,247.020000,,medicare
Encounters cost and utilization PKPY,lab - orphaned,1906.500000,,medicare
Encounters cost and utilization PKPY,outpatient hospice,50.580000,,medicare
Encounters cost and utilization paid per,urgent care,116.344933304716,,medicare
Encounters cost and utilization paid per,home health,239.901475319472,,medicare
Encounters cost and utilization paid per,emergency department,628.892912594370,,medicare
Encounters cost and utilization paid per,inpatient psych,1297.190726447219,,medicare
Encounters cost and utilization paid per,inpatient rehabilitation,2024.881475409836,,medicare
Encounters cost and utilization paid per,dme - orphaned,101.383464833458,,medicare
Encounters cost and utilization paid per,orphaned claim,154.014254047898,,medicare
Encounters cost and utilization paid per,acute inpatient,16134.090743629129,,medicare
Encounters cost and utilization paid per,office visit radiology,100.104274603951,,medicare
Encounters cost and utilization paid per,outpatient psych,172.078218354652,,medicare
Encounters cost and utilization paid per,outpatient radiology,30.167157595170,,medicare
Encounters cost and utilization paid per,dialysis,232.471074311793,,medicare
Encounters cost and utilization paid per,ambulance - orphaned,357.993735380555,,medicare
Encounters cost and utilization paid per,office visit pt/ot/st,79.203000282817,,medicare
Encounters cost and utilization paid per,outpatient hospital or clinic,171.324768218379,,medicare
Encounters cost and utilization paid per,outpatient injections,1980.749946358223,,medicare
Encounters cost and utilization paid per,inpatient skilled nursing,7034.295299850113,,medicare
Encounters cost and utilization paid per,office visit surgery,344.948523879222,,medicare
Encounters cost and utilization paid per,outpatient surgery,1558.216705319101,,medicare
Encounters cost and utilization paid per,office visit - other,79.479571520331,,medicare
Encounters cost and utilization paid per,outpatient pt/ot/st,87.994986752458,,medicare
Encounters cost and utilization paid per,outpatient rehab,104.867879934117,,medicare
Encounters cost and utilization paid per,office visit injections,1216.367701265321,,medicare
Encounters cost and utilization paid per,ambulatory surgery center,1392.018902809897,,medicare
Encounters cost and utilization paid per,inpatient hospice,8963.581922310757,,medicare
Encounters cost and utilization paid per,office visit,84.169174534791,,medicare
Encounters cost and utilization paid per,telehealth,59.065540539514,,medicare
Encounters cost and utilization paid per,outpatient hospice,7371.432906605641,,medicare
Encounters cost and utilization paid per,lab - orphaned,88.321640735261,,medicare
